SQ_CANDIDATO,ANO_ELEICAO,SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,QT_VOTOS,VR_RECEITA,VR_BEM_CANDIDATO,VR_DESPESA_MAX_CAMPANHA
150001041692,2020,PB,PREFEITO,12,IGOR ROSA,PDT,24/11/1992,28,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,PUBLICITÁRIO,ELEITO,2777.0,67833.9,35000.0,123077.42
150001014999,2020,PB,PREFEITO,23,EVANDRO ARAUJO,CIDADANIA,24/02/1967,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,2783.0,9650.0,,123077.42
150000865404,2020,PB,PREFEITO,23,LUCAS ROMÃO,CIDADANIA,10/01/1994,26,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,CONTADOR,NÃO ELEITO,8424.0,200554.52,,320066.19
150000840386,2020,PB,PREFEITO,12,MANU,PDT,02/12/1975,45,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,TABELIÃO,NÃO ELEITO,4594.0,67379.3,500000.0,123077.42
150000736743,2020,PB,PREFEITO,12,LANDINHA,PDT,18/11/1989,31,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ASSISTENTE SOCIAL,NÃO ELEITO,490.0,50000.0,73000.0,123077.42
150001147490,2020,PB,PREFEITO,15,EUDA FABIANA,MDB,04/02/1971,49,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,6300.0,44200.0,339000.0,203111.32
150000789848,2020,PB,PREFEITO,11,DR SEVERINO,PP,21/05/1942,78,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,1799.0,48699.0,3673.7999999999997,123077.42
150001133660,2020,PB,PREFEITO,22,DR WAERSON,PL,23/03/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,1337.0,45836.32,346629.85,123077.42
150000984178,2020,PB,PREFEITO,40,JÂNIO DA PADARIA,PSB,22/08/1973,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,1497.0,39670.85,245000.0,123077.42
150000769029,2020,PB,PREFEITO,22,VICENTE,PL,02/09/1995,25,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,ELEITO,1858.0,52500.0,,123077.42
150000663371,2020,PB,PREFEITO,50,PAULO DA ELETRÔNICA,PSOL,24/08/1961,59,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,ELETRICISTA E ASSEMELHADOS,NÃO ELEITO,66.0,12495.939999999999,160000.0,123077.42
150001093869,2020,PB,PREFEITO,25,RENATO,DEM,07/02/1978,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,#NULO#,,130000.0,208000.0,197393.92
150000671691,2020,PB,PREFEITO,10,ADJAMIR,REPUBLICANOS,05/11/1990,30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,2306.0,53823.0,105000.0,123077.42
150001092401,2020,PB,PREFEITO,23,NINHA DE POÇO DE PAU,CIDADANIA,01/08/1975,45,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,3591.0,20860.0,160000.0,123077.42
150000992973,2020,PB,PREFEITO,13,MARCELINO,PT,19/06/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,5336.0,27750.0,,123077.42
150000719200,2020,PB,PREFEITO,15,NILVAN FERREIRA,MDB,10/05/1973,47,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,2º TURNO,223645.0,1808450.0,915000.0,2808392.83
150000754467,2020,PB,PREFEITO,10,DEUSINHO,REPUBLICANOS,02/09/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2095.0,71653.0,102000.0,123077.42
150001112775,2020,PB,PREFEITO,15,TONY,MDB,30/07/1966,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,1673.0,10700.0,55000.0,123077.42
150000651851,2020,PB,PREFEITO,11,VERA,PP,10/07/1959,61,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,593.0,70000.0,1770000.0,123077.42
150000674356,2020,PB,PREFEITO,23,MÔNICA,CIDADANIA,28/04/1991,29,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,1853.0,5901.7,,123077.42
150000969524,2020,PB,PREFEITO,22,JOÃO COSTA,PL,28/07/1974,46,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,9326.0,68045.0,315000.0,169870.2
150000790022,2020,PB,PREFEITO,77,WILSON,SOLIDARIEDADE,13/02/1978,42,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,2979.0,40000.0,,123077.42
150000913636,2020,PB,PREFEITO,25,LILI,DEM,24/09/1979,41,FEMININO,SUPERIOR COMPLETO,CASADO(A),INDÍGENA,PREFEITO,ELEITO,2965.0,61081.97,,123077.42
150000922749,2020,PB,PREFEITO,18,RENIVAN,REDE,17/08/1965,55,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,94.0,14400.0,45000.0,123077.42
150000687869,2020,PB,PREFEITO,23,JOÃO BATISTA,CIDADANIA,11/04/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2958.0,48902.25,80000.0,123077.42
150001037654,2020,PB,PREFEITO,10,BETO MEDEIROS,REPUBLICANOS,30/11/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,972.0,31118.1,,123077.42
150000766324,2020,PB,PREFEITO,55,MARCOS FREITAS,PSD,26/09/1967,53,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,7090.0,52797.6,315724.5,123077.42
150001165878,2020,PB,PREFEITO,22,DANIEL SEVERO,PL,20/05/1979,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,#NULO#,,0.0,30000.0,123077.42
150001027624,2020,PB,PREFEITO,11,DANIEL GALDINO,PP,29/02/1988,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,5487.0,89254.65,211223.22,123077.42
150001213391,2020,PB,PREFEITO,40,JOÁO DE HONÓRIO,PSB,13/07/1956,64,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,NÃO ELEITO,1743.0,50000.0,214908.04,123077.42
150000869046,2020,PB,PREFEITO,28,DIDI DE SEU DINO,PRTB,19/11/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,13.0,4405.0,,123077.42
150001115845,2020,PB,PREFEITO,12,EMMANOEL PEREIRA,PDT,14/02/1988,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,4478.0,58720.0,150000.0,123077.42
150000745723,2020,PB,PREFEITO,65,INÁCIO FALCÃO,PC do B,15/02/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,DEPUTADO,NÃO ELEITO,33415.0,1189275.0,420000.0,3981974.79
150000724260,2020,PB,PREFEITO,23,MARCELO VALE,CIDADANIA,09/05/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,3029.0,27290.0,410178.03,123077.42
150000830161,2020,PB,PREFEITO,90,DRA MARA,PROS,22/01/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,2816.0,41520.0,94000.0,123077.42
150000923737,2020,PB,PREFEITO,45,SEVERO,PSDB,22/06/1978,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",ELEITO,4556.0,55650.0,276000.0,123077.42
150000819864,2020,PB,PREFEITO,23,MARLON,CIDADANIA,20/05/1994,26,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ENGENHEIRO,NÃO ELEITO,3017.0,77823.5,152400.0,123077.42
150000895813,2020,PB,PREFEITO,23,RIBEIRO,CIDADANIA,21/04/1967,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,3136.0,63950.0,,123077.42
150000637062,2020,PB,PREFEITO,15,NALDETE CASADO,MDB,23/02/1970,50,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ASSISTENTE SOCIAL,NÃO ELEITO,29.0,11880.0,167500.0,123077.42
150000687083,2020,PB,PREFEITO,23,CHARLES CAMARAENSE,CIDADANIA,07/04/1974,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,6742.0,170709.44,212450.0,203111.32
150000765691,2020,PB,PREFEITO,15,NERIVAN,MDB,24/11/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,1761.0,10000.0,100000.0,123077.42
150000750100,2020,PB,PREFEITO,22,KEVIA,PL,30/09/1975,45,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,9445.0,160200.0,55337.73,157812.3
150000903853,2020,PB,PREFEITO,15,DEMA AZEVEDO,MDB,26/02/1950,70,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,355.0,34776.0,538546.21,123077.42
150001057257,2020,PB,PREFEITO,13,SEVERINO DO GÁS,PT,24/08/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,408.0,46700.0,616820.0,123077.42
150001272903,2020,PB,PREFEITO,19,GERONCIO JUNIOR,PODE,20/09/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VETERINÁRIO,ELEITO,1811.0,21760.0,249000.0,123077.42
150000757138,2020,PB,PREFEITO,11,NETTO GOMES,PP,19/06/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2242.0,53574.4,159000.0,123077.42
150001196353,2020,PB,PREFEITO,28,NOZILDA BARREIRO,PRTB,18/06/1966,54,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,61.0,0.0,,123077.42
150000865837,2020,PB,PREFEITO,45,DALYSON NEVES,PSDB,04/07/1986,34,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,PREFEITO,ELEITO,1389.0,65614.25,30760.0,123077.42
150000634203,2020,PB,PREFEITO,17,PEPEU,PSL,14/04/1980,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",NÃO ELEITO,159.0,0.0,140000.0,385738.62
150000654766,2020,PB,PREFEITO,10,MANOEL VASCONCELOS,REPUBLICANOS,08/07/1989,31,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,ELEITO,1616.0,48623.0,100000.0,123077.42
150000872822,2020,PB,PREFEITO,12,ROBÉRIO BURITY,PDT,20/10/1963,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,4467.0,118310.8,253359.99,123077.42
150000760273,2020,PB,PREFEITO,15,ZEZÉ,MDB,01/03/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,5787.0,91739.5,595128.98,123077.42
150000635482,2020,PB,PREFEITO,22,PIERRY,PL,18/10/1999,21,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",NÃO ELEITO,1298.0,41320.0,,123077.42
150001267393,2020,PB,PREFEITO,10,SOCORRO DE BIRO,REPUBLICANOS,21/09/1952,68,FEMININO,SUPERIOR COMPLETO,CASADO(A),AMARELA,PROFESSOR DE ENSINO MÉDIO,ELEITO,2800.0,22723.0,,123077.42
150001187669,2020,PB,PREFEITO,90,AILTON DE JOÃOZINHO,PROS,17/12/1969,51,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,GEÓGRAFO,NÃO ELEITO,44.0,3020.0,27000.0,123077.42
150001084963,2020,PB,PREFEITO,13,CARLOS DO PT,PT,23/02/1953,67,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,6.0,5000.0,,123077.42
150000817654,2020,PB,PREFEITO,70,NORONHA MONTEIRO,AVANTE,17/12/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,939.0,54300.0,907000.0,123077.42
150000935344,2020,PB,PREFEITO,25,DR WILLAME,DEM,21/06/1948,72,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,1887.0,50200.0,3019889.16,123077.42
150000675777,2020,PB,PREFEITO,23,ARISTEU,CIDADANIA,02/09/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO CIVIL APOSENTADO,NÃO ELEITO,2252.0,35900.0,770000.0,123077.42
150000732783,2020,PB,PREFEITO,14,JANDUY,PTB,10/05/1967,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,304.0,18742.0,2680000.0,188971
150000941706,2020,PB,PREFEITO,19,ONIO LIRA,PODE,16/12/1967,53,MASCULINO,SUPERIOR INCOMPLETO,DIVORCIADO(A),BRANCA,TABELIÃO,NÃO ELEITO,224.0,2120.0,360000.0,301932.72
150001064138,2020,PB,PREFEITO,45,SANDRO MÔCO,PSDB,28/11/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2790.0,100000.0,142011.87,123077.42
150000858982,2020,PB,PREFEITO,70,NEGÃO,AVANTE,27/08/1977,43,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,ELEITO,1208.0,38389.85,40000.0,123077.42
150000719450,2020,PB,PREFEITO,25,RAONI,DEM,08/03/1979,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,REPRESENTANTE COMERCIAL,NÃO ELEITO,15582.0,1024700.0,596581.0,2808392.83
150000776266,2020,PB,PREFEITO,40,MARQUINHOS CAMPOS,PSB,29/10/1980,40,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,COMERCIANTE,#NULO#,5036.0,,321080.0,484133.27
150001208897,2020,PB,PREFEITO,55,MILTON MIGUEL,PSD,27/05/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,138.0,10000.0,228000.0,123077.42
150001061047,2020,PB,PREFEITO,25,KIKO MONTEIRO,DEM,21/11/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,8672.0,93004.2,3860000.0,123077.42
150001248476,2020,PB,PREFEITO,45,RONALDO,PSDB,05/05/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,240.0,44000.0,63000.0,123077.42
150000638640,2020,PB,PREFEITO,51,ROBERTO DE AVANY,PATRIOTA,12/04/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),AMARELA,EMPRESÁRIO,NÃO ELEITO,2659.0,18930.0,1323483.56,625146.19
150000932187,2020,PB,PREFEITO,40,HOMINHO DE LIO,PSB,22/05/1989,31,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,AGRICULTOR,NÃO ELEITO,1056.0,20000.0,,123077.42
150000763680,2020,PB,PREFEITO,45,DA LUZ,PSDB,01/02/1980,40,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,1513.0,115869.65,25000.0,123077.42
150000910309,2020,PB,PREFEITO,55,GISELIANE,PSD,30/04/1973,47,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,449.0,45800.35,151000.0,123077.42
150000777097,2020,PB,PREFEITO,23,LULU PROFESSOR,CIDADANIA,09/02/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,1721.0,19302.5,,123077.42
150001005350,2020,PB,PREFEITO,12,REGINALDO DA FARMACIA,PDT,07/11/1965,55,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,1349.0,47509.45,258000.0,123077.42
150000662989,2020,PB,PREFEITO,45,PAULO OLIVEIRA,PSDB,02/03/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,4909.0,140500.0,200000.0,169870.2
150001031362,2020,PB,PREFEITO,10,ZÉ PEREIRA,REPUBLICANOS,15/11/1963,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,ELEITO,2979.0,47623.0,177432.32,123077.42
150000976695,2020,PB,PREFEITO,11,CICERO LUCENA,PP,05/08/1957,63,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,2º TURNO,260665.0,2894067.98,1867828.46,2808392.83
150001195662,2020,PB,PREFEITO,23,ROSÂNGELA LEITE,CIDADANIA,18/11/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,2536.0,44250.0,1562000.0,123077.42
150000816532,2020,PB,PREFEITO,22,VALMAR,PL,09/02/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,4952.0,112800.0,157024.77,123077.42
150000827230,2020,PB,PREFEITO,55,JONAS DE SOUZA,PSD,04/10/1973,47,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2268.0,100148.85,100860.0,123077.42
150000727037,2020,PB,PREFEITO,45,JOSILDA MACENA,PSDB,15/04/1973,47,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,5577.0,121800.0,295542.3,123077.42
150001216696,2020,PB,PREFEITO,13,TERESINHA DANTAS,PT,21/06/1977,43,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PSICÓLOGO,NÃO ELEITO,221.0,24000.0,2536947.0,228768.82
150000858727,2020,PB,PREFEITO,22,NANANDA,PL,15/10/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,AGRICULTOR,ELEITO,2286.0,79646.15,10000.0,123077.42
150001024509,2020,PB,PREFEITO,13,EDIGLEI CORDEIRO,PT,09/08/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE ADMINISTRATIVO,NÃO ELEITO,4.0,0.0,20000.0,123077.42
150001023318,2020,PB,PREFEITO,19,ERIBERTO GONDIM,PODE,15/01/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ENGENHEIRO,NÃO ELEITO,47.0,4830.0,914533.9400000001,123077.42
150001031171,2020,PB,PREFEITO,45,FELIPE MOURA,PSDB,30/03/1984,36,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,ADVOGADO,NÃO ELEITO,1704.0,64400.0,315000.0,123077.42
150000646932,2020,PB,PREFEITO,65,CIDADÃO,PC do B,06/03/1975,45,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,TAXISTA,NÃO ELEITO,535.0,7650.0,210000.0,364348.5
150000910064,2020,PB,PREFEITO,23,BETO DO BRASIL,CIDADANIA,20/01/1971,49,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,4622.0,0.0,175000.0,123077.42
150000761859,2020,PB,PREFEITO,40,HUGO ALVES,PSB,26/08/1962,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PECUARISTA,NÃO ELEITO,2433.0,43500.0,995000.0,123077.42
150001071156,2020,PB,PREFEITO,28,PROFESSOR HIDALBERTO,PRTB,04/08/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,180.0,550.0,,261882.96
150000748783,2020,PB,PREFEITO,22,ADEILZA,PL,26/01/1977,43,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,DONA DE CASA,ELEITO,1349.0,124000.0,38000.0,123077.42
150001144356,2020,PB,PREFEITO,23,EDINHO,CIDADANIA,06/03/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,997.0,10067.35,,123077.42
150000975433,2020,PB,PREFEITO,77,ARNALDO,SOLIDARIEDADE,13/05/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,6853.0,379979.6,1108741.43,301932.72
150000960639,2020,PB,PREFEITO,25,LAURINHO MAIA,DEM,15/11/1969,51,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,AGRÔNOMO,ELEITO,10231.0,65777.0,447297.27,123077.42
150001206971,2020,PB,PREFEITO,25,JULIO,DEM,31/03/1964,56,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,2743.0,58086.0,50000.0,123077.42
150000888998,2020,PB,PREFEITO,77,ADENILDA MANGUEIRA,SOLIDARIEDADE,15/08/1975,45,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,ADMINISTRADOR,NÃO ELEITO,1849.0,62640.0,180000.0,123077.42
150000904054,2020,PB,PREFEITO,22,ANTONIO FERREIRA,PL,18/07/1972,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,ELEITO,4632.0,82900.0,202689.41,123077.42
150000946152,2020,PB,PREFEITO,12,DONATO,PDT,18/05/1973,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1289.0,26588.8,1428000.0,123077.42
150000797673,2020,PB,PREFEITO,22,EDEN DUARTE,PL,06/07/1976,44,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,5695.0,166110.0,200570.21000000002,123077.42
150000647594,2020,PB,PREFEITO,22,LELO MÃEZONA,PL,24/10/1983,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,982.0,30400.0,4800.0,123077.42
150000727937,2020,PB,PREFEITO,22,MARIO BASTOS,PL,30/01/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,2032.0,67630.45,63000.0,123077.42
150000924487,2020,PB,PREFEITO,10,ZÉ ELIAS,REPUBLICANOS,24/10/1966,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,ELEITO,1647.0,49273.0,58800.0,123077.42
150001074484,2020,PB,PREFEITO,10,IVANILSON GOUVEIA,REPUBLICANOS,10/11/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,BIÓLOGO,NÃO ELEITO,3401.0,57623.0,250000.0,123077.42
150000803142,2020,PB,PREFEITO,22,JOÃO NETO,PL,09/04/1978,42,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,ELEITO,3356.0,60721.35,55000.0,123077.42
150001073290,2020,PB,PREFEITO,10,ARIMATÉIA,REPUBLICANOS,16/05/1954,66,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,2353.0,81500.0,2860000.0,123077.42
150000654187,2020,PB,PREFEITO,12,DR ANDRÉ,PDT,28/02/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,3153.0,45100.0,0.01,235920.4
150000833577,2020,PB,PREFEITO,23,DR CHICO,CIDADANIA,06/09/1946,74,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,#NULO#,,0.0,,123077.42
150001024947,2020,PB,PREFEITO,13,LENILDO MORAIS,PT,13/11/1963,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,TÉCNICO EM AGRONOMIA E AGRIMENSURA,NÃO ELEITO,2884.0,325594.39,215000.0,653372.9
150000649052,2020,PB,PREFEITO,45,LUQUINHA DO BRASIL,PSDB,12/12/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ARQUITETO,ELEITO,2747.0,48000.0,308300.0,123077.42
150001122194,2020,PB,PREFEITO,51,EDMAR OLIVEIRA,PATRIOTA,26/09/1978,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,102.0,0.0,,3981974.79
150000718831,2020,PB,PREFEITO,55,PETRÔNIO,PSD,24/02/1980,40,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,2140.0,65000.0,35000.0,123077.42
150000727711,2020,PB,PREFEITO,19,HERMES MANGUEIRA,PODE,10/09/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO SUPERIOR,ELEITO,2203.0,37014.0,72000.0,123077.42
150000730425,2020,PB,PREFEITO,20,QUINTO FILHO DE MARCUS ODILON,PSC,25/07/1967,53,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,13875.0,306169.2,400111.17,364348.5
