SQ_CANDIDATO,ANO_ELEICAO,SG_UF,SG_UE,NOME_MUNICIPIO,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,SG_PAST_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,NM_CANDIDATO
150000760840,2020,PB,20796,MAMANGUAPE,PREFEITO,11,FABRÍCIO SALES,PP,PSB,29/11/1976,44,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,CONTADOR,NÃO ELEITO,FABRÍCIO SANTOS DE SALES
150000983366,2020,PB,19216,AREIA,PREFEITO,22,PROFESSOR VIEIRA,PL,PSDB,20/05/1971,49,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,JOSE VIEIRA DAMASCENO FILHO
150000948779,2020,PB,20001,SANTA CECÍLIA,PREFEITO,23,MARCÍLIO FARIAS,CIDADANIA,DEM,05/02/1984,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,ELEITO,JOSE MACÍLIO FARIAS DA SILVA
150000995100,2020,PB,19593,BREJO DOS SANTOS,PREFEITO,13,DR. BARTÔ,PT,PSDB,10/04/1982,38,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,BARTOLOMEU FERREIRA DA SILVA
150000649213,2020,PB,20516,JOÃO PESSOA,PREFEITO,50,PABLO HONORATO NASCIMENTO,PSOL,PSD,26/05/1984,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,SERVIDOR PÚBLICO FEDERAL,#NULO#,PABLO HONORATO NASCIMENTO
150001063465,2020,PB,19933,CONDE,PREFEITO,19,MENUDO IRMÃO ADERALDO,PODE,PSB,14/10/1971,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,PRODUTOR AGROPECUÁRIO,#NULO#,ADERALDO FERREIRA DOS SANTOS
150000931994,2020,PB,19593,BREJO DOS SANTOS,PREFEITO,25,DR SANDRINHO,DEM,PSDB,10/03/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,SANDRO ADRIANO SOUSA DOS SANTOS
150000661705,2020,PB,22179,SERRA REDONDA,PREFEITO,25,MARCELO,DEM,PSD,28/05/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,AGENTE ADMINISTRATIVO,NÃO ELEITO,MANOEL MARCELO DE ANDRADE
150000690711,2020,PB,19305,BARAÚNA,PREFEITO,12,JOSENILDO DA FARMÁCIA,PDT,PSB,16/10/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,JOSENILDO ALVES DA PAIXÃO
150000721232,2020,PB,19194,ARARUNA,PREFEITO,15,BENJAMIN,MDB,PP,30/11/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ODONTÓLOGO,NÃO ELEITO,BENJAMIN GOMES MARANHÃO NETO
150000669703,2020,PB,19453,BOM JESUS,PREFEITO,11,DENISE BAYMA,PP,PSD,23/08/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ENFERMEIRO,ELEITO,DENISE BANDEIRA DE MELO BARBOSA PEREIRA
150000637322,2020,PB,22438,VÁRZEA,PREFEITO,10,ARLINDO MARINHO,REPUBLICANOS,DEM,26/11/1952,68,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ECONOMISTA,NÃO ELEITO,ARLINDO MARINHO DA SILVA
150000930931,2020,PB,19232,AREIAL,PREFEITO,23,ADELSON,CIDADANIA,PSDB,11/02/1962,58,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,ADELSON GONÇALVES BENJAMIN
150000979945,2020,PB,20516,JOÃO PESSOA,PREFEITO,43,EDILMA FREIRE,PV,PSD,04/09/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,EDILMA DA COSTA FREIRE
150000768069,2020,PB,20532,JUAREZ TÁVORA,PREFEITO,77,WILSON,SOLIDARIEDADE,PSD,13/02/1978,42,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,#NULO#,WILSON EVANGELISTA FEITOSA
150001095604,2020,PB,19755,CAJAZEIRAS,PREFEITO,23,DRA DENISE,CIDADANIA,PP,05/11/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ODONTÓLOGO,NÃO ELEITO,FRANCISCA DENISE ALBUQUERQUE DE OLIVEIRA
150001276312,2020,PB,19933,CONDE,PREFEITO,77,EDINHO MENDES,SOLIDARIEDADE,PSB,14/05/1966,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,EDNALDO MENDES DIAS
150001187025,2020,PB,19143,MATINHAS,PREFEITO,14,JÚNIOR,PTB,PSD,19/09/1971,49,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,JOSÉ COSTA ARAGÃO JÚNIOR
150000689946,2020,PB,21970,SÃO JOSÉ DOS CORDEIROS,PREFEITO,65,HUMBERTO QUEIROZ,PC do B,PSB,03/07/1969,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,JOSE HUMBERTO DE QUEIROZ
150000872247,2020,PB,21431,POMBAL,PREFEITO,15,DR VERISSINHO,MDB,PMDB,26/05/1954,66,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,ELEITO,ABMAEL DE SOUSA LACERDA
150000683857,2020,PB,21792,SÃO BENTO,PREFEITO,23,DR JARQUES,CIDADANIA,DEM,16/06/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,JARQUES LÚCIO DA SILVA II
150001264939,2020,PB,19658,CABEDELO,PREFEITO,40,CÉZAR SILVA,PSB,PRP,08/10/1972,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,ESCULTOR E PINTOR,NÃO ELEITO,CÉZAR SILVA CUNHA
150001264939,2020,PB,19658,CABEDELO,PREFEITO,40,CÉZAR SILVA,PSB,PRB,08/10/1972,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,ESCULTOR E PINTOR,NÃO ELEITO,CÉZAR SILVA CUNHA
150000872411,2020,PB,21431,POMBAL,PREFEITO,40,FEITOSA,PSB,PMDB,23/11/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,JOSÉ ALVES FEITOSA FILHO
150001235668,2020,PB,19232,AREIAL,PREFEITO,40,DR ANTÔNIO RODRIGUES,PSB,PSDB,22/04/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ODONTÓLOGO,NÃO ELEITO,ANTONIO RODRIGUES DE LIRA FILHO
150000868781,2020,PB,19283,SOSSÊGO,PREFEITO,22,SAMUEL,PL,PSB,09/06/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,ANALISTA DE SISTEMAS,NÃO ELEITO,SAMUEL FERREIRA DA SILVA
150001076573,2020,PB,21911,SÃO JOSÉ DE PIRANHAS,PREFEITO,18,PROFESSOR CLOVIS,REDE,PSB,19/07/1976,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,CLOVIS BARBOSA GONÇALVES
150001225958,2020,PB,19860,SÃO FRANCISCO,PREFEITO,19,ZÉ ROFRANTS,PODE,PSDB,30/10/1962,58,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,#NULO#,JOSE ROFRANTS LOPES CASIMIRO
150000638684,2020,PB,22136,SERRA DA RAIZ,PREFEITO,23,LUIZ MACHADO,CIDADANIA,PTB,12/02/1956,64,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,ELEITO,LUIZ GONZAGA BEZERRA DUARTE
150000843011,2020,PB,21750,SANTA RITA,PREFEITO,77,ADONES,SOLIDARIEDADE,PSDB,14/06/1979,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ECONOMISTA,NÃO ELEITO,ADONES GOMES DE ARAUJO PEREIRA JUNIOR
150001248080,2020,PB,20834,MARI,PREFEITO,22,ANTONIO GOMES,PL,PSD,31/07/1957,63,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,AGRICULTOR,ELEITO,ANTONIO GOMES DA SILVA
150000669304,2020,PB,19038,AGUIAR,PREFEITO,14,TINTIN,PTB,PTB,10/01/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,MANOEL BATISTA GUEDES FILHO
150001037470,2020,PB,22276,SUMÉ,PREFEITO,77,RUAN PEREIRA,SOLIDARIEDADE,PSB,28/05/1989,31,MASCULINO,LÊ E ESCREVE,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,JUAN VICTOR GOMES DE SA PIRES PEREIRA
150001870964,2020,PB,20850,MASSARANDUBA,PREFEITO,44,JOÃO COSTA,UNIÃO,PSDB,28/07/1974,49,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,JOÃO COSTA DE SOUSA
150000860212,2020,PB,22357,TEIXEIRA,PREFEITO,10,VOLONE DIAS,REPUBLICANOS,PMDB,15/09/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,#NULO#,VALONE DIAS OLIVEIRA
150001239170,2020,PB,22055,SÃO SEBASTIÃO DO UMBUZEIRO,PREFEITO,45,LUIS FILHO,PSDB,DEM,01/08/1992,28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,LUIS SILVA FILHO
150001204078,2020,PB,19259,AROEIRAS,PREFEITO,77,JAILSON,SOLIDARIEDADE,PSDB,23/04/1976,44,MASCULINO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PARDA,ENFERMEIRO,NÃO ELEITO,JAILSON BEZERRA DE ANDRADE
150000979720,2020,PB,20559,JUAZEIRINHO,PREFEITO,25,ADMILSON DE PITUTA,DEM,PT do B,28/12/1946,74,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,ADMILSON GONÇALVES DA SILVA
150000800324,2020,PB,20273,GUARABIRA,PREFEITO,15,ROBERTO PAULINO,MDB,PSDB,20/07/1951,69,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,ANTONIO ROBERTO DE SOUSA PAULINO
150000984161,2020,PB,19658,CABEDELO,PREFEITO,13,DAMIAO,PT,PRP,21/05/1969,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,DAMIAO DE ALBUQUERQUE DOS SANTOS
150000984161,2020,PB,19658,CABEDELO,PREFEITO,13,DAMIAO,PT,PRB,21/05/1969,51,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,DAMIAO DE ALBUQUERQUE DOS SANTOS
150000916498,2020,PB,20516,JOÃO PESSOA,PREFEITO,40,RICARDO COUTINHO,PSB,PSD,18/11/1960,60,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,FARMACÊUTICO,NÃO ELEITO,RICARDO VIEIRA COUTINHO
150000688651,2020,PB,22098,SÃO VICENTE DO SERIDÓ,PREFEITO,55,ERIVAM DE BIU,PSD,PSB,29/12/1981,39,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VEREADOR,ELEITO,ERIVAM DOS ANJOS LEONARDO
150001274574,2020,PB,19119,ALHANDRA,PREFEITO,19,BRANCO MENDES,PODE,DEM,09/05/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,DEPUTADO,NÃO ELEITO,ATAÍDES MENDES PEDROSA
150001202903,2020,PB,20397,ITABAIANA,PREFEITO,20,TOINHO RODRIGUES,PSC,PSB,02/01/1944,76,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,ANTONIO CARLOS RODRIGUES DE MELO
150000911599,2020,PB,21695,SANTA LUZIA,PREFEITO,25,ADEMIR MORAIS,DEM,PMDB,15/03/1953,67,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,JOSE ADEMIR PEREIRA DE MORAIS
150000664515,2020,PB,20516,JOÃO PESSOA,PREFEITO,13,ANÍSIO MAIA,PT,PSD,11/07/1954,66,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,NÃO ELEITO,ANISIO SOARES MAIA
150000744413,2020,PB,20613,JURU,PREFEITO,70,LEONCIO DE GUABIRABA,AVANTE,PSB,16/09/1972,48,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,LEONCIO LEITE DE SOUSA
150000747572,2020,PB,19275,DAMIÃO,PREFEITO,23,SIMONE,CIDADANIA,PSB,16/02/1983,37,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,ELEITO,SIMONE DE AZEVEDO SANTOS CASADO
150001112004,2020,PB,19445,SÃO JOSÉ DE PRINCESA,PREFEITO,90,ZÉ DE COQUINHA,PROS,PMDB,04/07/1986,34,MASCULINO,LÊ E ESCREVE,DIVORCIADO(A),PARDA,VEREADOR,NÃO ELEITO,JOSÉ FERREIRA DA LUZ NETO
150001041692,2020,PB,20770,MALTA,PREFEITO,12,IGOR ROSA,PDT,PMDB,24/11/1992,28,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,PUBLICITÁRIO,ELEITO,IGOR XAVIER DE LUCENA
150001014999,2020,PB,19623,GADO BRAVO,PREFEITO,23,EVANDRO ARAUJO,CIDADANIA,PSDB,24/02/1967,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,AGRICULTOR,NÃO ELEITO,AUSTERLIANO EVALDO ARAUJO
150000865404,2020,PB,21253,PEDRAS DE FOGO,PREFEITO,23,LUCAS ROMÃO,CIDADANIA,PSB,10/01/1994,26,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,CONTADOR,NÃO ELEITO,LUCAS FALCÃO CABRAL ROMÃO
150000840386,2020,PB,19054,ALAGOA GRANDE,PREFEITO,12,MANU,PDT,PSD,02/12/1975,45,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,TABELIÃO,NÃO ELEITO,MANUELLA DE FÁTIMA DE PAIVA CARNEIRO
150000736743,2020,PB,19917,CONDADO,PREFEITO,12,LANDINHA,PDT,PR,18/11/1989,31,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ASSISTENTE SOCIAL,NÃO ELEITO,MARIA ELÂNDIA GOMES OLIVEIRA
150001147490,2020,PB,20036,CUITÉ,PREFEITO,15,EUDA FABIANA,MDB,PSL,04/02/1971,49,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,NÃO ELEITO,EUDA FABIANA DE FARIAS PALMEIRA VENANCIO
150000789848,2020,PB,19747,PEDRO RÉGIS,PREFEITO,11,DR SEVERINO,PP,PSDB,21/05/1942,78,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,NÃO ELEITO,SEVERINO BATISTA DE CARVALHO
150001133660,2020,PB,19380,CAJAZEIRINHAS,PREFEITO,22,DR WAERSON,PL,PSB,23/03/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,NÃO ELEITO,WAERSON JOSE DE SOUZA
150000984178,2020,PB,19607,CASSERENGUE,PREFEITO,40,JÂNIO DA PADARIA,PSB,PSDB,22/08/1973,47,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,JÂNIO MÁRCIO DOS SANTOS CARDOSO
150000769029,2020,PB,22152,SERRA GRANDE,PREFEITO,22,VICENTE,PL,PSDB,02/09/1995,25,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VETERINÁRIO,ELEITO,VICENTE ANTONIO DA SILVA NETO
150000663371,2020,PB,22233,SOLEDADE,PREFEITO,50,PAULO DA ELETRÔNICA,PSOL,PP,24/08/1961,59,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,ELETRICISTA E ASSEMELHADOS,NÃO ELEITO,PAULO JOSÉ DO NASCIMENTO SILVA
150001093869,2020,PB,19119,ALHANDRA,PREFEITO,25,RENATO,DEM,DEM,07/02/1978,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,#NULO#,RENATO MENDES LEITE
150000671691,2020,PB,19100,CURRAL DE CIMA,PREFEITO,10,ADJAMIR,REPUBLICANOS,PSDB,05/11/1990,30,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,ADJAMIR SOUZA DA SILVA
150001092401,2020,PB,20974,MULUNGU,PREFEITO,23,NINHA DE POÇO DE PAU,CIDADANIA,PTB,01/08/1975,45,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,MARCOS JOSÉ DE ARAÚJO
150000992973,2020,PB,19879,CATOLÉ DO ROCHA,PREFEITO,13,MARCELINO,PT,PTB,19/06/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,MARCELINO DE SOUSA SERAFIM
150000719200,2020,PB,20516,JOÃO PESSOA,PREFEITO,15,NILVAN FERREIRA,MDB,PSD,10/05/1973,47,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,2º TURNO,NILVAN FERREIRA DO NASCIMENTO
150000754467,2020,PB,21113,OLIVEDOS,PREFEITO,10,DEUSINHO,REPUBLICANOS,PSD,02/09/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,JOSE DE DEUS ANIBAL LEONARDO
150001112775,2020,PB,19178,ARARA,PREFEITO,15,TONY,MDB,PSL,30/07/1966,54,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,DIVORCIADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,ANTONIO ERNESTO DOS SANTOS
150000651851,2020,PB,21679,SANTA HELENA,PREFEITO,11,VERA,PP,PSD,10/07/1959,61,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,VERA LUCIA SOARES DE OLIVEIRA CLAUDINO
150000674356,2020,PB,19402,SÃO BENTINHO,PREFEITO,23,MÔNICA,CIDADANIA,PSB,28/04/1991,29,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,MÔNICA DOS SANTOS FERREIRA
150000969524,2020,PB,20850,MASSARANDUBA,PREFEITO,22,JOÃO COSTA,PL,PSDB,28/07/1974,46,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,JOÃO COSTA DE SOUSA
150000790022,2020,PB,20532,JUAREZ TÁVORA,PREFEITO,77,WILSON,SOLIDARIEDADE,PSD,13/02/1978,42,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,WILSON EVANGELISTA FEITOSA
150000913636,2020,PB,19968,MARCAÇÃO,PREFEITO,25,LILI,DEM,PDT,24/09/1979,41,FEMININO,SUPERIOR COMPLETO,CASADO(A),INDÍGENA,PREFEITO,ELEITO,ELISELMA SILVA DE OLIVEIRA
150000922749,2020,PB,19240,CARAÚBAS,PREFEITO,18,RENIVAN,REDE,PSB,17/08/1965,55,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),BRANCA,VEREADOR,NÃO ELEITO,JOSÉ RENIVAN NEVES
150000687869,2020,PB,19356,BARRA DE SÃO MIGUEL,PREFEITO,23,JOÃO BATISTA,CIDADANIA,PSB,11/04/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,JOÃO BATISTA TRUTA
150001037654,2020,PB,21814,SÃO JOÃO DO CARIRI,PREFEITO,10,BETO MEDEIROS,REPUBLICANOS,DEM,30/11/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,ROBERTO PEDRO MEDEIROS FILHO
150000766324,2020,PB,19518,BOQUEIRÃO,PREFEITO,55,MARCOS FREITAS,PSD,PSD,26/09/1967,53,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,COMERCIANTE,ELEITO,JOÃO MARCOS DE FREITAS
150001165878,2020,PB,19771,CALDAS BRANDÃO,PREFEITO,22,DANIEL SEVERO,PL,PMDB,20/05/1979,41,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,#NULO#,DANIEL GONÇALVES DE VASCONCELOS
150001027624,2020,PB,21270,PIANCÓ,PREFEITO,11,DANIEL GALDINO,PP,PSD,29/02/1988,32,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,DANIEL GALDINO DE ARAÚJO PEREIRA
150001213391,2020,PB,22411,UMBUZEIRO,PREFEITO,40,JOÁO DE HONÓRIO,PSB,PSB,13/07/1956,64,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,COMERCIANTE,NÃO ELEITO,JOÃO NIVALDO BARBOSA
150000869046,2020,PB,19950,CONGO,PREFEITO,28,DIDI DE SEU DINO,PRTB,PDT,19/11/1969,51,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,JOSILDO BEROALDO NASCIMENTO VASCONCELOS
150001115845,2020,PB,21415,POCINHOS,PREFEITO,12,EMMANOEL PEREIRA,PDT,PTB,14/02/1988,32,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,EMMANOEL PEREIRA RIBEIRO
150000745723,2020,PB,19810,CAMPINA GRANDE,PREFEITO,65,INÁCIO FALCÃO,PC do B,PSDB,15/02/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,DEPUTADO,NÃO ELEITO,INÁCIO JUSTINO FALCÃO PEREIRA
150000724260,2020,PB,21016,NAZAREZINHO,PREFEITO,23,MARCELO VALE,CIDADANIA,PR,09/05/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,MARCELO BATISTA VALE
150000830161,2020,PB,21490,PUXINANÃ,PREFEITO,90,DRA MARA,PROS,PRB,22/01/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,JUCIMARA CAVALCANTE ANDRADE
150000923737,2020,PB,22039,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PREFEITO,45,SEVERO,PSDB,PSDB,22/06/1978,42,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",ELEITO,SEVERO LUIS DO NASCIMENTO NETO
150000819864,2020,PB,20451,ITATUBA,PREFEITO,23,MARLON,CIDADANIA,PSB,20/05/1994,26,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ENGENHEIRO,NÃO ELEITO,MARLON MAGNO DE ANDRADE GERMANO
150000895813,2020,PB,20010,CUBATI,PREFEITO,23,RIBEIRO,CIDADANIA,PSB,21/04/1967,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,OUTROS,ELEITO,JOSÉ RIBEIRO DE OLIVEIRA
150000637062,2020,PB,19275,DAMIÃO,PREFEITO,15,NALDETE CASADO,MDB,PSB,23/02/1970,50,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ASSISTENTE SOCIAL,NÃO ELEITO,NALDETE AZEVEDO CASADO
150000687083,2020,PB,20036,CUITÉ,PREFEITO,23,CHARLES CAMARAENSE,CIDADANIA,PSL,07/04/1974,46,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,CHARLES CRISTIANO INÁCIO DA SILVA
150000765691,2020,PB,19240,CARAÚBAS,PREFEITO,15,NERIVAN,MDB,PSB,24/11/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,NERIVAN ALVARES DE LIMA
150000750100,2020,PB,21431,POMBAL,PREFEITO,22,KEVIA,PL,PMDB,30/09/1975,45,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,RAMAIAMA KEVIA DANTAS WERTON
150000903853,2020,PB,20397,ITABAIANA,PREFEITO,15,DEMA AZEVEDO,MDB,PSB,26/02/1950,70,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,VALDEMIR AZEVEDO PEREIRA
150001057257,2020,PB,20834,MARI,PREFEITO,13,SEVERINO DO GÁS,PT,PSD,24/08/1967,53,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,SEVERINO FERREIRA DOS SANTOS
150001272903,2020,PB,19860,SÃO FRANCISCO,PREFEITO,19,GERONCIO JUNIOR,PODE,PSDB,20/09/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,VETERINÁRIO,ELEITO,GERONCIO SUCUPIRA JUNIOR
150000757138,2020,PB,21890,SÃO JOSÉ DE ESPINHARAS,PREFEITO,11,NETTO GOMES,PP,PSB,19/06/1973,47,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,ANTÔNIO GOMES DA COSTA NETTO
150001196353,2020,PB,20419,ITAPORANGA,PREFEITO,28,NOZILDA BARREIRO,PRTB,PMDB,18/06/1966,54,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,NOZILDA BARREIRO PAULO
